what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.java.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.java.ui,1218542475350
started,bundle,org.eclipse.mylyn.ide.ant,3.0.0.v20080619-1900,org.eclipse.mylyn.ide.ant,1218542475355
closed,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1218542475471
started,bundle,org.eclipse.core.filesystem,1.2.0.v20080604-1400,org.eclipse.core.filesystem,1218542475763
stopped,bundle,org.eclipse.cdt.debug.mi.ui,4.0.3.200802251018,org.eclipse.cdt.debug.mi.ui,1218542475866
stopped,bundle,org.eclipse.cdt.launch,4.0.3.200802251018,org.eclipse.cdt.launch,1218542475867
stopped,bundle,org.eclipse.cdt.debug.ui,4.0.1.200802251018,org.eclipse.cdt.debug.ui,1218542475881
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,4.0.1.200802251018,org.eclipse.cdt.managedbuilder.ui,1218542475883
stopped,bundle,org.eclipse.cdt.make.ui,4.0.1.200802251018,org.eclipse.cdt.make.ui,1218542475884
stopped,bundle,org.eclipse.cdt.ui,4.0.3.200802251018,org.eclipse.cdt.ui,1218542475885
stopped,bundle,org.eclipse.cdt.refactoring,4.0.1.200802251018,org.eclipse.cdt.refactoring,1218542475886
stopped,bundle,org.eclipse.mylyn.ide.ant,3.0.0.v20080619-1900,org.eclipse.mylyn.ide.ant,1218542475886
stopped,bundle,org.eclipse.ant.ui,3.3.0.v20080529,org.eclipse.ant.ui,1218542475887
stopped,bundle,org.eclipse.mylyn.java.tasks,3.0.0.v20080619-1900,org.eclipse.mylyn.java.tasks,1218542475887
stopped,bundle,org.eclipse.mylyn.java.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.java.ui,1218542475887
stopped,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1218542475888
stopped,bundle,org.eclipse.jdt.debug.ui,3.3.0.v20080603,org.eclipse.jdt.debug.ui,1218542475916
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.100.v20080407-1345,org.eclipse.jdt.apt.ui,1218542475924
stopped,bundle,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui,1218542475962
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.bugzilla.ui,1218542475969
stopped,bundle,org.eclipse.mylyn.ide.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.ide.ui,1218542475970
stopped,bundle,org.eclipse.mylyn.team.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.team.ui,1218542475971
stopped,bundle,org.eclipse.mylyn.resources.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.resources.ui,1218542475971
stopped,bundle,org.eclipse.mylyn.context.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.context.ui,1218542475973
stopped,bundle,org.eclipse.mylyn.help.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.help.ui,1218542475978
